"A_1"	"A_2"	"A_3"	"A_4"	"A_5"	"B_1"	"B_2"	"B_3"	"B_4"	"B_5"
"SLCO3A1"	4.31442	4.90465	4.17415	4.1357	4.83317	12.5465	13.1074	12.6234	12.5617	12.3757
"SLCO4A1"	7.08796	8.9834	8.60199	7.90144	14.3909	5.50727	5.34959	5.2974	5.32168	7.68782
"SLCO4C1"	0.242341	0.171846	0.159244	0.195867	0.282101	0.149601	0.135461	0.171717	0.130276	0.112725
"SLCO5A1"	0.198392	0.217959	0.21219	0.215224	0.217202	0.0469328	0.0568844	0.027027	0.0292719	0.0652333
"SLCO6A1"	0.0277724	0.0254558	0.00758673	0.0189962	0.0383388	0	0.00412557	0	0	0
"SLED1"	0.0553659	0.10289	0.0612038	0.0153373	0.104583	0.0863375	0.150258	0.100913	0.0400097	0.0608881
"SLFN11"	7.57135	7.16828	7.37485	7.60794	7.69456	1.18995	1.00869	0.98639	0.954801	1.08451
"SLFN12"	1.13781	0.928076	0.948761	1.18781	1.22605	0.264822	0.292959	0.201883	0.26117	0.254228
"SLFN12L"	0.0612134	0.0524787	0.0223364	0.0503412	0.0188542	0.0253461	0.0425335	0.0366113	0.021785	0.0220913
"SLFN13"	0.946235	0.799859	0.79625	0.854215	0.829908	0.100162	0.0918764	0.089783	0.0859188	0.101979
"SLFN14"	0.108515	0.110448	0.11193	0.105505	0.0997545	0.00748095	0	0.00718458	0	0
"SLFN5"	4.2311	4.12309	3.91515	3.83278	4.47744	0.962046	0.963097	0.87031	0.896084	0.957095
"SLFNL1"	0.173284	0.25289	0.190825	0.20913	0.289754	0.133261	0.117099	0.0801753	0.152623	0.125783
"SLIRP"	171.136	173.488	175.77	187.622	148.972	74.4259	76.1389	78.8261	73.6085	72.6962
"SLIT1"	1.97268	2.60762	2.34699	1.95322	2.56329	8.16653	8.83488	8.64381	8.06113	8.46661
"SLIT2"	0.628426	0.604361	0.530828	0.445476	0.63134	2.58028	2.61073	2.68586	2.68035	2.71875
"SLIT2-IT1"	0	0	0	0	0	0	0.0224412	0	0	0
"SLIT3"	0.136309	0.18637	0.154348	0.152847	0.210345	4.54233	4.72542	4.55249	4.35963	4.83297
"SLITRK1"	0.0718726	0.0549654	0.0676875	0.0535125	0.0628534	6.72608	6.9914	6.85695	6.61094	6.47001
"SLITRK2"	0.191865	0.217801	0.145956	0.167322	0.193253	7.67111	7.40264	7.41469	7.37593	7.6043
"SLITRK3"	0.0377213	0.0177477	0.0264547	0.00883088	0.0259436	5.81736	5.88351	5.75046	5.3224	5.27446
"SLITRK4"	0.168233	0.135827	0.149214	0.122676	0.177542	5.92041	6.00268	6.49508	6.2579	7.42749
"SLITRK5"	1.08531	1.04836	1.05713	0.985412	0.9833	7.44924	7.281	7.10987	6.96607	6.77548
"SLITRK6"	0.247687	0.152396	0.187074	0.205184	0.232139	0.275984	0.275997	0.289005	0.234152	0.334124
"SLK"	9.72889	8.43731	8.85975	8.94782	9.89719	8.05521	8.03077	8.44506	8.13918	9.49756
"SLMAP"	7.96469	6.88843	7.92438	7.34315	8.27852	7.82452	7.4889	8.14352	7.377	8.40188
"SLMO1"	1.49989	1.67695	1.46212	1.53971	2.72109	2.61891	2.87516	2.98171	2.6054	4.11105
"SLMO2"	30.6233	26.3435	28.5816	32.4427	29.6336	8.51812	8.35891	8.71842	8.67625	8.87936
"SLMO2-ATP5E"	21.839	17.7172	19.6313	17.2068	16.4363	4.54711	4.86575	4.22097	4.35336	4.0765
"SLN"	0.0381977	0.0426184	0.0950586	0.0317627	0.0812714	3.34241	2.73174	3.44927	2.90079	2.93258
"SLPI"	50.2369	51.416	49.6295	57.3557	46.2476	2.18702	2.82472	2.57698	2.46764	1.89884
"SLTM"	21.9931	20.4575	21.8282	21.626	22.6548	14.0364	13.4851	14.136	14.0407	14.9693
"SLU7"	12.2076	10.9305	11.2335	12.1919	12.111	15.8707	15.8681	16.6024	15.5798	17.6033
"SLURP1"	0	0.0324276	0.0962968	0	0	0	0	0	0.0316276	0
"SLX1B"	10.6837	12.1812	13.3189	11.7209	17.8767	3.57416	3.1865	3.1546	3.3429	4.23547
"SLX1B"	10.3418	11.5174	11.944	11.0124	16.1056	3.02109	3.04966	3.01935	2.82436	3.69866
"SLX1B-SULT1A4"	2.844	3.16024	3.80044	3.07616	2.63161	2.23223	2.06031	2.21976	2.61473	2.27856
"SLX1B-SULT1A4"	2.93508	3.42583	4.36867	3.39011	4.84887	2.48019	2.34089	2.42006	3.20776	3.98883
"SLX4"	1.46858	1.7712	1.6215	1.56968	2.09481	2.82387	2.88615	2.62483	2.77034	2.93166
"SMA4"	5.25504	5.08535	5.49627	4.89876	5.11387	4.1076	4.33541	4.26958	4.19116	3.62563
"SMA5"	5.50165	5.21688	5.18783	4.98486	3.94531	4.28135	4.12217	4.4193	4.03154	3.49432
"SMAD1"	4.59415	4.37516	4.5118	4.29399	4.16953	6.97768	7.18716	7.11861	6.99065	6.89872
"SMAD2"	6.9567	6.32111	6.63537	6.70046	6.72879	3.62262	3.5213	3.68811	3.81075	3.65748
"SMAD3"	14.493	14.133	14.1364	14.1818	14.1514	5.3717	5.50051	5.52222	5.54009	5.53983
"SMAD4"	7.0128	6.38747	6.61339	6.79506	7.24509	6.50713	6.2564	6.33363	6.2574	6.57626
"SMAD5"	10.5233	9.07573	9.51122	9.79597	11.0385	5.23421	4.97417	5.40988	5.16699	5.53541
"SMAD5-AS1"	0.14583	0.204545	0.141476	0.136262	0.165322	0.0617508	0.0473655	0.0772905	0.0707553	0.0968618
"SMAD6"	2.34435	2.42331	2.52806	2.53656	6.38584	0.957239	0.917064	0.935962	0.881024	2.24249
"SMAD7"	7.33039	7.47559	7.51805	7.38287	7.59226	9.38266	8.98511	9.10485	9.37053	8.59585
"SMAD9"	2.60514	2.59424	2.5693	2.60791	3.25332	3.70521	3.61998	3.82861	3.82238	4.3709
"SMAGP"	9.93491	9.07287	9.5497	10.6181	9.30312	0.694557	0.988283	0.776095	0.69571	1.0777
"SMAP1"	11.3262	9.9055	10.3688	10.9458	10.8729	15.5841	15.5168	16.3724	15.5364	16.6236
"SMAP2"	27.0107	26.2115	25.7563	26.7251	23.2513	41.9876	41.4936	40.9714	41.4029	38.512
"SMARCA1"	16.1956	14.5229	15.0589	15.442	16.6743	10.4578	10.0912	10.6378	10.3124	11.8293
"SMARCA2"	7.72885	7.54376	7.47789	8.08738	7.82586	28.7465	28.3367	28.2957	28.8031	28.7364
"SMARCA4"	27.2638	32.9016	31.0251	28.1742	39.8344	16.2571	16.8744	15.9265	16.5759	19.4477
"SMARCA5"	15.676	13.7581	14.697	14.9708	16.9921	9.44897	9.07682	9.96736	9.45952	10.5368
"SMARCAD1"	10.7703	9.54	9.82855	9.43875	11.1974	5.37377	4.9647	5.25337	4.94981	5.74716
"SMARCAL1"	7.21172	7.98393	7.6523	7.47311	7.82484	3.56325	3.63252	3.70441	3.42512	3.17682
"SMARCB1"	44.4521	52.455	48.5685	47.8202	44.9087	30.8789	31.1047	30.2673	31.5809	27.5297
"SMARCC1"	33.195	31.2809	31.7311	31.0825	35.632	5.03123	4.92991	5.11347	5.15079	5.15694
"SMARCC2"	20.0022	20.8375	19.7413	19.8291	21.7572	32.4393	33.1997	32.4436	33.0351	33.1565
"SMARCD1"	31.0161	31.5702	29.8333	30.1401	28.7143	11.0279	11.152	11.1644	11.0639	10.2625
"SMARCD2"	40.7142	45.3339	42.2334	42.1327	38.9714	12.4247	13.1752	12.6802	12.6392	11.6737
"SMARCD3"	6.78065	8.22335	7.82398	7.40429	7.27014	43.1015	44.5664	42.706	42.8633	40.6311
"SMARCE1"	49.3349	46.4015	46.5164	48.8307	46.4541	15.5228	14.2566	15.4347	15.0731	15.3412
"SMC1A"	21.4617	21.3193	21.0324	20.8396	22.0949	7.44235	7.39056	7.23327	7.06928	7.29986
"SMC1B"	0.101637	0.0792781	0.157563	0.0832773	0.0809369	0.0124401	0.0214104	0	0.0170428	0.034559
"SMC2"	13.4673	11.9638	13.1169	12.6764	15.0283	3.1205	3.00542	3.21481	2.96956	3.46609
"SMC3"	26.7077	23.9971	25.4034	25.4405	27.6866	9.14671	9.0049	9.62549	8.80057	9.93751
"SMC4"	33.5686	28.5405	31.902	31.8367	37.0787	1.43795	1.28968	1.5199	1.32074	1.6637
"SMC5"	8.14505	7.41839	7.75003	7.6882	8.99845	3.63031	3.35527	3.6054	3.61338	3.90077
"SMC6"	10.4241	9.30231	10.259	10.3269	11.527	2.54939	2.43849	2.52636	2.35384	3.01884
"SMCHD1"	9.00845	7.92708	8.45126	8.24846	10.027	5.14641	5.04911	5.33968	5.00203	5.89797
"SMCP"	0	0	0	0	0	0.283916	0.129125	0.130059	0.0966876	0.117711
"SMCR5"	0.105973	0.116497	0.05342	0.143784	0.0562086	0.257954	0.243255	0.276895	0.186465	0.191263
"SMCR7"	2.30154	2.47592	2.68028	2.68841	3.98407	3.6992	3.60755	3.55218	3.69671	4.87709
"SMCR7L"	10.7159	11.1726	10.9314	10.8624	11.6419	7.10388	7.01746	7.06626	6.86357	7.08944
"SMCR8"	4.08687	4.45127	4.39643	3.86913	4.55694	4.11839	4.27689	4.10301	4.20609	3.84693
"SMCR9"	0.0283375	0	0.0947665	0	0	0	0	0	0	0.0473798
"SMEK1"	18.2229	16.4015	17.3026	17.3421	18.0052	10.0175	9.58258	10.2071	9.97234	10.6525
"SMEK2"	16.0268	14.5943	16.2562	15.5436	17.1838	12.3151	11.6492	12.9496	11.8118	13.1913
"SMEK3P"	0.00368262	0.0161871	0.00603124	0.0151006	0	0	0	0	0	0
"SMG1"	8.9763	8.44215	8.4929	8.1822	9.92692	10.5633	10.1567	10.9311	10.0332	10.6156
"SMG5"	23.7973	28.3327	26.2823	23.939	25.6598	22.4614	23.4356	22.2204	21.429	19.9676
"SMG6"	6.37796	7.18692	7.18515	6.42255	6.84802	9.72274	10.1064	9.41474	9.51119	8.45253
"SMG7"	18.3517	18.0477	16.8119	17.7874	18.5297	18.2537	18.5445	18.0422	17.6056	17.7701
"SMG8"	10.0574	9.2311	8.80293	9.28971	9.0777	4.12368	3.94522	3.80109	3.99242	4.14103
"SMG9"	13.5272	16.1212	15.3388	14.6873	14.508	12.601	12.8772	12.4746	12.7327	11.9008
"SMN1"	9.37288	14.3078	0.255487	14.8139	13.343	4.47715	4.50601	4.64501	4.52233	0.0190045
"SMN1"	14.5302	21.1791	2.58222	21.9549	14.9143	8.48656	5.78426	4.73383	8.03051	0.0888564
"SMN2"	19.9075	13.2244	28.4908	13.3823	14.0036	5.19805	5.12451	5.10938	4.93375	10.1266
"SMN2"	17.0281	8.12422	28.0642	8.52736	14.603	2.30481	4.40764	5.86826	2.41742	10.6805
"SMNDC1"	18.1872	16.7041	16.4605	18.1744	18.6778	10.5147	9.50175	10.2837	9.96205	10.6647
"SMO"	9.04343	11.0958	10.0758	9.55137	10.6499	2.00379	2.15872	2.08102	2.06415	2.04671
"SMOC1"	9.03279	9.41009	9.34093	9.08847	8.35761	10.5803	11.2489	11.0061	10.6294	10.29
"SMOC2"	0.148001	0.187035	0.181796	0.175169	0.15297	1.7725	1.77917	1.99921	1.83653	2.09728
"SMOX"	8.99174	12.7588	11.6462	10.3475	12.0504	14.4487	14.4014	13.5451	14.5491	13.7276
"SMPD1"	12.1799	14.0064	13.4314	12.4949	14.2335	14.666	15.1964	14.7252	15.3194	15.2016
"SMPD2"	4.24922	4.90749	5.0664	5.13416	4.66719	1.87581	1.60325	1.60051	1.6666	1.13319
"SMPD3"	0.7092	0.96858	0.911186	0.851048	1.46329	3.33182	3.29883	3.41373	3.32442	4.63042
"SMPD4"	19.5244	24.4394	23.5462	20.6079	26.2178	11.4569	11.6891	11.415	11.2013	11.5966
"SMPDL3A"	3.03752	2.50905	2.47324	2.63614	2.97273	3.05365	2.97324	2.94615	3.05946	3.54672
"SMPDL3B"	3.0971	3.71671	3.61444	3.17728	3.35619	1.36404	1.71644	1.5657	1.6991	1.73884
"SMPX"	0.285284	0.183534	0.173776	0.161713	0.253604	2.25895	2.70652	2.36987	2.02532	2.58867
"SMR3A"	0	0	0	0	0	0	0	0	0	0
"SMR3B"	0	0	0	0	0	0	0	0	0	0
"SMS"	114.577	104.12	108.336	117.079	112.474	34.6088	33.3507	35.0299	35.1146	35.6545
"SMTN"	6.15147	8.58818	8.35523	6.87283	12.1315	4.21694	3.92117	3.82347	4.04513	5.17062
"SMTNL1"	0.234855	0.202349	0.325528	0.301929	0.264747	0.294069	0.275535	0.191082	0.243077	0.238549
"SMTNL2"	0.406039	0.481157	0.14135	0.333728	0.5276	0.160444	0.192229	0.181979	0.190323	0.24956
"SMU1"	11.7268	10.6668	10.8984	11.7072	10.9071	7.61691	7.51573	7.57853	7.90709	7.75243
"SMUG1"	18.1557	19.4126	19.8821	18.5653	16.422	6.25543	6.38431	7.31215	6.3323	5.68016
"SMURF1"	7.48695	7.43102	7.2412	7.22677	7.66632	6.28707	6.46694	6.25035	6.46361	5.92411
"SMURF2"	7.29085	6.43989	6.94544	7.24592	7.41247	3.38455	3.00033	3.12062	2.96462	3.09647
"SMYD1"	0.00256384	0.00844285	0.0125851	0.0336082	0.00352582	0.32911	0.362539	0.349937	0.334857	0.240138
"SMYD2"	26.322	24.3012	23.9421	25.9371	22.8312	21.9284	20.9113	21.8764	22.0995	20.3146
"SMYD3"	23.8636	22.0099	22.0396	23.4906	19.0349	11.1538	9.9874	10.6643	11.2078	10.4119
"SMYD4"	4.84835	4.57097	4.93854	4.72861	4.1221	3.066	3.01076	2.78384	3.05742	2.43077
"SMYD5"	19.5198	20.726	19.8929	20.1996	17.2485	11.4128	11.7771	11.3239	11.1555	9.84466
"SNAI1"	2.92667	4.22442	3.51797	3.44833	4.19572	1.01434	0.966534	0.900898	1.14007	0.849857
"SNAI2"	7.89351	7.2575	7.42673	7.73362	8.10787	1.13368	1.05617	1.3015	1.27386	1.17345
"SNAI3"	0.323723	0.488807	0.554781	0.393634	1.07343	0.675362	0.660302	0.726289	0.706492	1.06321
"SNAP23"	19.5935	17.5901	18.5145	19.1854	19.2488	5.30198	4.77731	5.32951	5.00468	5.24593
"SNAP25"	1.33929	1.37939	1.38275	1.29012	1.29374	1255.37	1232.72	1269.3	1264.4	1321.74
"SNAP29"	10.6084	10.1897	10.3807	10.1331	11.0933	5.61556	5.57821	5.46704	5.35668	6.05176
"SNAP47"	10.1685	11.6768	12.0647	11.0664	12.6699	15.6259	16.2658	15.5171	15.1877	15.4696
"SNAP91"	0.0701788	0.0571156	0.111415	0.0569892	0.0809596	76.1767	76.5228	81.035	75.8496	80.4576
"SNAPC1"	8.30035	6.85277	7.44011	8.25709	8.58077	1.83565	1.59325	1.8478	1.73982	1.90125
"SNAPC2"	6.37469	9.98624	9.40938	8.37198	14.9832	7.7926	7.38505	7.96564	7.86265	9.39111
"SNAPC3"	10.6147	9.53264	10.4951	10.7248	10.2835	10.5006	10.1273	10.7512	10.8382	9.1583
"SNAPC4"	2.44506	3.32302	3.37012	2.37541	5.97597	2.71868	2.45057	2.55047	2.9582	4.0423
"SNAPC5"	8.75908	10.1138	8.88421	10.0855	8.88333	9.41658	9.83584	10.6025	9.16894	8.98588
"SNAPIN"	24.488	22.9003	22.957	25.4561	23.8055	15.7376	16.3843	15.8474	16.2128	18.2809
"SNCA"	16.5776	15.9563	15.9213	17.0134	15.6819	59.2808	59.3442	62.3848	61.9051	63.7801
"SNCAIP"	2.86461	2.78052	2.77331	2.82157	2.78921	2.23435	2.23887	2.31948	2.16055	2.36846
"SNCB"	1.20304	1.52392	1.0087	1.13964	2.00843	180.037	188.044	181.054	193.273	262.165
"SNCG"	4.52366	6.42613	5.57857	5.69968	6.90273	100.844	102.754	98.1478	106.396	106.034
"SND1"	88.9277	99.0768	95.6842	91.9701	91.2804	25.9726	26.2002	25.394	26.7351	24.2058
"SNED1"	2.51316	2.91088	2.8591	2.52999	3.78244	2.4376	2.46604	2.5023	2.50189	2.70145
"SNF8"	46.0332	48.3268	47.9981	50.0832	42.4505	16.6063	17.8516	17.6638	17.4925	15.3952
"SNHG1"	131.511	118.842	121.157	130.039	114.713	22.8253	22.6438	24.1352	22.9965	24.1992
"SNHG10"	4.97596	6.38697	6.02115	5.53534	7.26265	2.49628	2.24134	2.324	2.32118	2.52731
"SNHG11"	6.09773	7.24971	6.92936	7.15696	6.85069	4.03222	4.41934	4.4652	4.02247	3.9644
"SNHG12"	13.8584	12.8989	12.382	13.1307	18.2867	3.30801	3.47146	3.84038	3.59917	5.52397
"SNHG13"	54.6805	55.0132	53.9581	56.3131	52.3974	25.8843	27.9614	27.3639	26.8102	26.8536
"SNHG3"	75.4676	70.6116	72.7753	80.1554	63.2909	4.50758	4.72627	5.00415	5.0294	4.45202
"SNHG4"	16.8717	17.0384	15.23	17.8176	11.214	0.590305	0.451682	0.347488	0.390378	0.460042
"SNHG5"	285.094	249.409	272.333	312.667	236.364	16.8897	16.6238	17.3431	19.7368	17.1259
"SNHG6"	197.835	194.166	195.31	212.261	215.699	82.1344	83.0765	86.9705	85.8504	95.7913
"SNHG7"	26.4848	33.3729	31.1754	29.7785	45.6295	16.0164	15.592	16.756	16.0265	21.6379
"SNHG8"	155.274	139.927	159.308	169.128	150.006	68.4172	64.5572	74.8394	66.3064	75.4482
"SNHG9"	11.5821	17.5013	27.0434	15.8952	25.2436	14.9846	16.4809	19.8286	16.5776	27.9668
"SNIP1"	6.87193	6.76791	6.53987	7.36976	6.9463	3.87713	3.45514	3.31962	3.69394	3.84775
"SNN"	7.48774	8.64871	8.11502	8.23586	8.57328	66.0537	66.4052	66.1715	66.0256	64.8591
"SNORA23"	1.08773	0.356682	0	0	0	0.269891	0	0.313818	0	0.562461
"SNORA53"	1.49016	1.1131	0.611509	1.95126	2.09803	0.331853	0.453558	0.823667	0.695601	0.425506
"SNORA58"	0.133159	0	0.478123	0.482265	0.226614	0	0.133356	0	0.164372	0
"SNORA59A"	0.792444	2.31236	1.59676	0.827078	2.77417	2.04212	1.41856	0.5375	1.28194	1.90739
"SNORA59B"	0.792444	2.31236	1.59676	0.827078	2.77417	2.04212	1.41856	0.5375	1.28194	1.90739
"SNORA62"	5.11674	2.11631	11.7335	5.30746	1.68138	0	0	0.980254	1.16627	0
"SNORA74A"	1.10496	0.852412	1.23163	2.08006	0.408751	0	0.231651	0.742004	0.582508	0.444497
"SNORA74B"	0	0	0.763647	0.193312	0	0.203004	0.21507	0.457732	0.539168	0
"SNORA81"	3.82361	1.40139	1.99829	3.05552	3.48526	0.696027	3.04796	1.24926	0.980531	1.48785
"SNORD17"	4.34449	5.17148	2.3618	4.64504	5.81507	1.65834	0.92204	1.2366	1.62295	1.24107
"SNPH"	1.12994	1.41886	1.19274	1.13136	1.78024	20.3378	20.1327	20.0571	20.2665	23.997
"SNRK"	4.40465	4.35214	4.63674	4.22199	4.83997	15.1573	15.0354	15.8126	14.8974	16.2116
"SNRNP200"	52.8672	57.894	52.2466	50.7698	53.1978	22.3094	23.0771	21.9779	21.9483	20.3486
"SNRNP25"	43.6374	44.4006	41.4367	44.8088	37.2833	34.6024	36.7057	35.9203	36.8306	31.1911
"SNRNP27"	21.5386	20.7884	20.9971	22.2096	22.352	20.2995	20.1674	22.327	21.1613	22.5865
"SNRNP35"	15.8089	14.4799	16.2165	17.0505	12.6067	12.7496	13.5085	13.0109	14.2049	10.9011
"SNRNP40"	41.6654	38.9989	37.7217	40.7869	40.2944	8.7502	9.10866	9.58441	9.26022	9.34213
"SNRNP48"	9.79356	8.53627	9.14474	9.43498	9.82564	3.92222	3.69217	3.99576	3.88715	4.40515
"SNRNP70"	52.4748	55.8903	55.1654	54.1338	82.3821	50.6816	49.4178	47.9566	51.5528	72.8903
"SNRPA"	52.4888	60.7843	56.7865	55.2299	59.9341	13.1153	13.4068	12.958	13.2664	12.8528
"SNRPA1"	63.7065	56.5864	58.7336	65.1189	57.5129	13.9917	14.3726	14.2128	15.2399	14.5114
"SNRPB"	193.817	225.754	229.537	215.646	246.004	29.8194	28.61	31.5929	30.5477	30.0346
"SNRPB2"	39.9703	33.1149	37.5626	40.1529	39.827	11.9289	11.5588	12.6758	11.9235	14.0223
"SNRPC"	89.4963	98.8478	94.6176	97.5636	83.3482	20.3744	20.9558	20.7508	20.0362	16.7201
"SNRPD1"	53.0007	50.8062	50.6156	53.9814	46.1841	12.446	11.8667	12.56	12.5299	12.287
"SNRPD2"	227.047	244.849	244.203	256.361	199.96	74.8454	77.7893	77.5845	77.5602	66.5567
"SNRPD2P2"	0	0.0201629	0.0299862	0	0.0256097	0.0338461	0	0.0164774	0	0.059652
"SNRPD3"	77.9435	73.6864	73.4069	81.8176	61.2909	28.2428	28.1221	29.769	31.9938	20.3875
"SNRPE"	70.5422	60.9935	64.4663	75.5009	61.8354	10.822	9.8181	11.1399	10.9868	11.3126
"SNRPF"	92.5135	92.793	99.0254	103.034	93.0069	14.9349	14.6604	14.8421	16.2952	16.2386
"SNRPG"	180.589	170.75	179.667	201.683	168.837	23.6817	23.4532	23.5287	25.8804	25.0781
"SNRPN"	1.62225	1.53347	1.94727	1.67312	2.03915	13.9816	14.6423	13.9525	15.4354	14.5894
"SNTA1"	6.28588	8.68288	8.1512	7.35667	9.32126	20.6334	21.6233	20.4023	21.0438	22.9446
"SNTB1"	7.72477	7.16971	7.25909	7.40525	8.2834	1.93467	1.88167	1.936	1.80495	2.17983
"SNTB2"	5.55651	4.77884	4.88403	5.12054	4.45218	2.51357	2.43216	2.49151	2.46348	2.11188
"SNTG1"	0	0	0	0	0	2.92108	2.88483	2.976	2.43536	2.83212
"SNTG2"	0.189896	0.181321	0.197404	0.114475	0.12272	0.259429	0.192169	0.204307	0.189112	0.287651
"SNTN"	0	0	0.0252181	0.00631543	0.0319585	0.0286044	0.00686153	0.00689212	0.00820178	0.0499043
"SNUPN"	14.9324	13.5985	14.9583	14.3274	12.6715	9.26345	9.57313	9.7767	9.24934	8.65131
"SNURF"	73.7598	84.0735	78.1273	80.1848	71.847	474.166	484.719	478.723	490.121	422.696
"SNW1"	38.4262	34.4625	35.4613	38.0323	35.6741	16.131	16.6265	17.2968	16.8754	17.214
"SNX1"	11.8572	11.5707	11.4068	11.7068	11.3533	9.92068	9.8203	10.2849	10.0842	9.59458
"SNX10"	15.764	12.1051	13.5659	14.2281	14.6851	30.4838	29.1817	33.1026	30.3512	34.0925
"SNX11"	8.66706	8.28358	8.45102	8.27781	7.32338	7.9183	8.54531	8.06952	7.56558	7.49957
"SNX12"	18.9281	23.97	23.4616	21.0956	19.7461	22.9372	23.2879	21.9776	22.8165	17.2897
"SNX13"	5.29973	4.83525	4.99486	5.02339	5.87445	6.8876	6.58718	7.41405	6.47497	7.52099
"SNX14"	14.5042	12.885	14.0004	14.5258	15.1885	12.7112	12.1486	12.989	12.9752	13.7971
"SNX15"	8.1022	12.6225	12.962	7.35935	11.3959	14.8251	14.8128	14.9502	15.0841	13.2342
"SNX16"	2.97263	2.53668	3.03208	2.79336	3.08541	2.90182	2.64752	3.02874	2.83552	3.4369
"SNX17"	39.989	40.7932	40.0299	41.8456	42.013	33.7104	34.526	35.4378	34.6261	35.936
"SNX18"	5.63814	5.0697	5.35687	5.74101	6.47706	3.49411	3.28035	3.5217	3.40867	4.22114
"SNX19"	7.15533	6.8687	6.83476	6.73229	6.90797	12.7464	12.5891	12.7328	12.3447	12.1828
"SNX2"	30.8129	28.1544	29.4305	31.0505	28.9411	16.0099	15.7089	15.3754	15.7754	16.0073
"SNX20"	0.266901	0.312334	0.275326	0.248814	0.437388	0.287466	0.288948	0.272603	0.250205	0.214129
"SNX21"	4.79049	6.17195	5.8148	5.24081	6.71229	7.18929	6.95346	7.14164	7.26579	7.78772
"SNX22"	10.9103	13.4911	14.2169	11.94	12.6856	6.49177	6.73429	6.38914	6.81138	6.51967
"SNX24"	6.13925	5.36017	5.89691	6.13807	5.85066	5.37181	5.8423	5.6074	5.51809	6.54587
"SNX25"	7.14973	6.41866	6.72876	6.71525	6.6364	7.90867	7.38006	8.20684	7.5695	7.60922
"SNX27"	7.55093	7.55757	7.49332	7.69253	7.40506	12.8635	13.0036	12.77	12.939	11.7548
"SNX29"	2.37618	2.33376	2.31884	2.22458	2.48718	3.62497	3.75084	3.68084	3.53452	3.41652
"SNX3"	70.9361	65.4698	69.021	73.2417	73.8479	85.5712	81.5612	89.8807	85.042	94.1924
"SNX30"	3.38496	3.30049	3.29161	3.21585	3.53168	8.44408	8.26824	8.83369	8.53195	8.52196
"SNX31"	0.014297	0.0157275	0.00781207	0.0273848	0.0197415	0.275067	0.212412	0.349637	0.182692	0.31646
"SNX32"	0.565904	0.68633	0.487956	0.564427	0.627808	7.15769	7.08621	6.9389	7.26041	7.53878
"SNX33"	6.37335	7.97686	7.5799	7.08313	7.39747	2.96198	3.12549	2.72888	2.95654	2.54479
"SNX4"	13.9775	12.5088	13.9992	13.3493	13.7354	8.91988	8.80023	9.15924	9.0589	9.80729
"SNX5"	75.9415	66.8571	71.2676	74.9404	73.094	18.538	18.6425	20.2101	18.8993	20.2588
"SNX6"	31.1823	28.4254	30.2367	30.5952	30.9561	12.963	13.2348	14.6213	13.5652	14.9648
"SNX7"	9.85309	8.25289	8.61643	9.66893	9.8184	2.86108	2.96274	3.38518	2.90475	3.51819
"SNX8"	5.29906	7.1217	6.94406	6.20785	7.96713	4.63456	4.85246	4.4547	4.70199	4.89879
"SNX9"	13.3109	14.5106	14.2659	13.7314	15.0774	8.16245	8.35656	8.87744	8.10488	8.30932
"SOAT1"	18.3441	16.6013	16.8355	17.6845	17.0983	2.55714	2.54113	2.65684	2.63347	2.56068
"SOAT2"	3.4179	3.72561	3.73188	3.51249	3.43911	0.0159681	0.00510015	0.0204808	0.0182811	0
"SOBP"	1.06376	0.984862	1.07906	1.02298	1.394	7.06485	6.81614	7.05223	6.84532	8.78132
"SOCS1"	0.837417	1.37224	1.46427	1.27939	3.3897	0.279683	0.398657	0.316849	0.31048	0.792852
"SOCS2"	17.7577	15.8229	17.374	17.3578	16.9661	2.00663	1.97456	2.1875	1.96111	1.95398
"SOCS3"	7.02921	7.7613	7.437	7.1903	9.57953	6.40805	6.2815	6.37594	6.43999	6.83707
"SOCS4"	5.55066	4.47692	5.00072	5.02704	6.12314	2.84439	2.84014	3.09497	2.75186	2.95369
"SOCS5"	7.18928	6.38715	6.71901	6.82168	7.28756	11.0705	10.9242	11.5297	10.7733	11.4856
"SOCS6"	3.92956	3.60528	3.67439	3.62432	3.88755	3.75464	3.65659	3.84575	3.77698	4.0012
"SOCS7"	4.21133	4.27501	3.99719	3.96995	4.20698	13.3734	13.4792	13.5279	12.9455	12.14
"SOD1"	210.405	210.091	203.16	225.586	212.914	223.862	231.946	224.713	230.09	244.903
"SOD2"	48.5806	48.5397	48.0923	49.6771	50.1722	65.7715	62.3399	65.9572	63.1825	61.1644
"SOD3"	3.59139	5.13456	3.67296	4.37582	8.80233	3.33988	3.27672	2.63185	3.07218	5.53005
"SOHLH1"	0.00599062	0.0480592	0.0860251	0.0714903	0.0924445	3.49717	3.06262	3.66492	3.71874	5.69625
"SOHLH2"	0.782432	0.680181	0.383763	0.868516	0.918139	0.0400989	0.225501	0.264611	0.178852	0.182784
"SOLH"	2.15379	3.03464	3.68376	2.51343	15.1363	1.95	1.68366	1.74629	1.99244	6.35324
"SON"	30.2173	28.8144	28.8253	27.9698	33.2607	23.2299	22.7999	23.601	22.499	24.9362
"SORBS1"	2.88334	2.8369	2.90493	2.89609	2.9663	29.7815	29.6911	29.6769	28.8352	30.5589
"SORBS2"	1.61709	1.54056	1.58561	1.447	1.7046	10.1927	10.2265	10.4221	10.1291	10.4594
