SLC25A26	ENSG00000261657
RNU2-24P	ENSG00000252639
RNU7-12P	ENSG00000251839
ATG16L1	ENSG00000085978
VSX1	ENSG00000100987
WLS	ENSG00000116729
RN7SL436P	ENSG00000265868
CSHL1	ENSG00000204414
PHEX-AS1	ENSG00000224204
LRRC37A6P	ENSG00000230445
APOBEC3D	ENSG00000243811
REEP2	ENSG00000132563
METTL15P3	ENSG00000224396
SH2D6	ENSG00000152292
RNU6-266P	ENSG00000201095
ARMC4P1	ENSG00000238021
PRSS38	ENSG00000185888
FXYD3	ENSG00000089356
PMPCA	ENSG00000165688
RNU6-666P	ENSG00000200369
FAM3C2	ENSG00000174028
SLC22A8	ENSG00000149452
TP53TG3	ENSG00000183632
WNT9A	ENSG00000143816
MIR3138	ENSG00000264931
IHH	ENSG00000163501
RNA5SP155	ENSG00000223086
ZFYVE28	ENSG00000159733
SCRT1	ENSG00000170616
GATAD2B	ENSG00000143614
APOBEC3F	ENSG00000128394
TAF7L	ENSG00000102387
DCT	ENSG00000080166
WNT3A	ENSG00000154342
FCGRT	ENSG00000104870
TRAJ58	ENSG00000211833
TRAJ57	ENSG00000211834
TRAJ56	ENSG00000211835
TMEM249	ENSG00000214597
IGHV2OR16-5	ENSG00000259303
SLC2A13	ENSG00000151229
BIN2	ENSG00000110934
C12orf42	ENSG00000179088
TRAJ54	ENSG00000211836
MBNL3	ENSG00000076770
IGHV3OR16-10	ENSG00000233732
TRAJ53	ENSG00000211837
TRAJ52	ENSG00000211838
IGHV3OR16-8	ENSG00000271130
TRAJ50	ENSG00000211839
LST1	ENSG00000231048
TRAJ49	ENSG00000211840
NHEJ1	ENSG00000187736
TRAJ48	ENSG00000211841
ZIC4	ENSG00000174963
DXO	ENSG00000204348
TRAJ47	ENSG00000211842
LAMA1	ENSG00000101680
MIR572	ENSG00000207716
APOBEC3G	ENSG00000239713
TRAJ46	ENSG00000211843
RNPS1P1	ENSG00000250896
TP53TG3C	ENSG00000205457
RNA5SP156	ENSG00000222182
TRAJ45	ENSG00000211844
RPL9P7	ENSG00000238103
TRAJ44	ENSG00000211845
TRAJ43	ENSG00000211846
ZFX-AS1	ENSG00000234230
ARF1	ENSG00000143761
TRAJ42	ENSG00000211847
TRAJ41	ENSG00000211848
MPZL3	ENSG00000160588
SUPT20HL2	ENSG00000223611
RNA5SP464	ENSG00000252060
RNA5SP465	ENSG00000212497
CNGA3	ENSG00000144191
TRAJ40	ENSG00000211849
RNA5SP466	ENSG00000252546
RSL24D1P8	ENSG00000237273
TRAJ39	ENSG00000211850
TGDS	ENSG00000088451
RNA5SP467	ENSG00000212576
SUPT20HL1	ENSG00000223731
MPO	ENSG00000005381
TRAJ38	ENSG00000211851
TRAJ37	ENSG00000211852
TRAJ36	ENSG00000211853
TRAJ35	ENSG00000211854
SNRPEP9	ENSG00000214124
TP53TG3B	ENSG00000261509
TRAJ34	ENSG00000211855
DCTN1	ENSG00000204843
TRAJ33	ENSG00000211856
ACTL6B	ENSG00000077080
RNU6-578P	ENSG00000212282
TRAJ32	ENSG00000211857
KRTAP5-7	ENSG00000244411
INPP5E	ENSG00000148384
EFCAB1	ENSG00000034239
TRAJ31	ENSG00000211858
TRAJ30	ENSG00000211859
KRTAP5-8	ENSG00000241233
EGR3	ENSG00000179388
TRAJ29	ENSG00000211860
RNU6-962P	ENSG00000252235
CEP120	ENSG00000168944
TRAJ28	ENSG00000211861
KRTAP5-9	ENSG00000254997
HSP90AB2P	ENSG00000205940
TRAJ27	ENSG00000211862
TRAJ26	ENSG00000211863
SUV39H1	ENSG00000101945
KRTAP5-10	ENSG00000204572
TRAJ25	ENSG00000211864
LINC01096	ENSG00000246095
APOBEC3H	ENSG00000100298
MIR5091	ENSG00000266240
TRAJ24	ENSG00000211865
KRTAP5-11	ENSG00000204571
TRAJ23	ENSG00000211866
IFI6	ENSG00000126709
DUOX1	ENSG00000137857
RPE65	ENSG00000116745
NAA38	ENSG00000128534
GPR180	ENSG00000152749
PEBP4	ENSG00000134020
LGI4	ENSG00000153902
ZNF140	ENSG00000196387
DENND4B	ENSG00000198837
SLC52A2	ENSG00000185803
SLC22A24	ENSG00000197658
CNTN3	ENSG00000113805
LINC01085	ENSG00000248698
CALHM2	ENSG00000138172
KCNH8	ENSG00000183960
SOX21	ENSG00000125285
TIMM8A	ENSG00000126953
FAM86C1	ENSG00000158483
PPIAP20	ENSG00000235686
KLF17P2	ENSG00000251317
CBX7	ENSG00000100307
ANKRD7	ENSG00000106013
PGK1P2	ENSG00000213290
C1orf35	ENSG00000143793
CREBBP	ENSG00000005339
NELL1	ENSG00000165973
TAF1B	ENSG00000115750
CPO	ENSG00000144410
VARS	ENSG00000227686
GLOD5	ENSG00000171433
NCR3	ENSG00000236979
RHOBTB2	ENSG00000008853
VEZT	ENSG00000028203
PAIP1	ENSG00000172239
TRAJ22	ENSG00000211867
GATA1	ENSG00000102145
SLC22A10	ENSG00000184999
SLC52A1	ENSG00000132517
DEFB108B	ENSG00000184276
SLC12A7	ENSG00000113504
C1GALT1	ENSG00000106392
MPZL2	ENSG00000149573
PDGFB	ENSG00000100311
LINC00504	ENSG00000248360
CBWD5	ENSG00000147996
KLF7	ENSG00000118263
HPR	ENSG00000261701
BTK	ENSG00000010671
PCYT1B-AS1	ENSG00000236836
BZRAP1	ENSG00000005379
RAD17	ENSG00000262511
SCARNA23	ENSG00000251869
RNU6-452P	ENSG00000207135
EEF1B2P3	ENSG00000232472
FAM210CP	ENSG00000213770
LSM2	ENSG00000172850
TRAJ21	ENSG00000211868
DEPDC1	ENSG00000024526
HNRNPDL	ENSG00000152795
TRIAP1P1	ENSG00000237956
RN7SL91P	ENSG00000240439
IQCB1	ENSG00000173226
TRAJ20	ENSG00000211869
SNORD41	ENSG00000209702
LDLR	ENSG00000130164
TRAJ19	ENSG00000211870
RPP40P1	ENSG00000229310
TRAJ18	ENSG00000211871
MIR5684	ENSG00000263800
TRAJ17	ENSG00000211872
FGF18	ENSG00000156427
ACTN1	ENSG00000072110
TRAJ16	ENSG00000211873
MAGEB6P1	ENSG00000232030
TRAJ14	ENSG00000211875
ENTPD6	ENSG00000197586
TRAJ13	ENSG00000211876
RBMS1	ENSG00000153250
EGR1	ENSG00000120738
TMIGD1	ENSG00000182271
CCNA2	ENSG00000145386
CD3E	ENSG00000198851
MTND2P31	ENSG00000251252
SMIM23	ENSG00000185662
CCDC27	ENSG00000162592
CPEB2-AS1	ENSG00000247624
ABCC4	ENSG00000125257
RCN3	ENSG00000142552
COL28A1	ENSG00000215018
FOXJ1	ENSG00000129654
FBXO33	ENSG00000165355
LRRK2	ENSG00000188906
RN7SKP170	ENSG00000199420
ETF1	ENSG00000120705
DHX38	ENSG00000140829
VENTXP1	ENSG00000259849
DNAH7	ENSG00000118997
RNF4	ENSG00000063978
HSPA1L	ENSG00000206383
RNU6-350P	ENSG00000251758
TAPT1-AS1	ENSG00000263327
CPD	ENSG00000108582
RNF157	ENSG00000141576
FBXL6	ENSG00000182325
RPS21P4	ENSG00000242358
SNAI2	ENSG00000019549
RNF121	ENSG00000137522
SEC61A2	ENSG00000065665
NOSIP	ENSG00000142546
HSPA1A	ENSG00000215328
SEC16A	ENSG00000148396
ADCY9	ENSG00000162104
ZEB2P1	ENSG00000249506
TNFAIP1	ENSG00000262447
MAT2A	ENSG00000168906
FBXW11	ENSG00000072803
FAM76A	ENSG00000009780
IGHV3OR16-12	ENSG00000270467
HSPA1B	ENSG00000212866
CRTC2	ENSG00000160741
IGHV3OR16-13	ENSG00000271178
TRAJ12	ENSG00000211877
SLC23A3	ENSG00000213901
C8orf22	ENSG00000168333
COL18A1	ENSG00000182871
TRAJ11	ENSG00000211878
APOM	ENSG00000227567
INPP4A	ENSG00000040933
TRAJ10	ENSG00000211879
MRPL55	ENSG00000162910
TRAJ9	ENSG00000211880
PRRC2A	ENSG00000226618
HSP90AA1	ENSG00000080824
TMEM171	ENSG00000157111
RPL3	ENSG00000100316
TAP1	ENSG00000232367
RPL7P58	ENSG00000216938
HMGA1P1	ENSG00000236683
SHCBP1	ENSG00000171241
C6orf48	ENSG00000206380
RNU1-142P	ENSG00000252491
RNF19A	ENSG00000034677
LRRC7	ENSG00000033122
ALS2CL	ENSG00000178038
EFHB	ENSG00000163576
SRL	ENSG00000185739
HDAC6	ENSG00000094631
TUBB8	ENSG00000173876
SMIM1	ENSG00000235169
STRA13	ENSG00000169689
ANO5	ENSG00000171714
CD3D	ENSG00000167286
RN7SKP132	ENSG00000251810
RPL36AP55	ENSG00000226016
BBS7	ENSG00000138686
NFATC1	ENSG00000131196
HCN4	ENSG00000138622
LRRC47	ENSG00000130764
DTX3	ENSG00000178498
ZNF101P1	ENSG00000237746
MTND5P4	ENSG00000251212
SNTG1	ENSG00000147481
TFAP4	ENSG00000090447
GGCX	ENSG00000115486
RPS7P6	ENSG00000215278
NACAP5	ENSG00000249488
C15orf60	ENSG00000183324
NNT	ENSG00000112992
RN7SL315P	ENSG00000265011
CREB1	ENSG00000118260
KRT18P63	ENSG00000235413
CLDN10	ENSG00000134873
CEBPZ-AS1	ENSG00000218739
RN7SKP39	ENSG00000222705
RNA5SP157	ENSG00000251816
WAC-AS1	ENSG00000254635
GNB2	ENSG00000172354
RNU4ATAC6P	ENSG00000252401
SLC17A6	ENSG00000091664
TPRKBP1	ENSG00000231911
TRAJ8	ENSG00000211881
ANKRD46	ENSG00000186106
RNU6-1067P	ENSG00000207483
SLIT2-IT1	ENSG00000248228
TRAJ7	ENSG00000211882
RNU6-270P	ENSG00000201001
TRAJ6	ENSG00000211883
CALHM1	ENSG00000185933
LINC00837	ENSG00000235824
CD3G	ENSG00000160654
MIR218-1	ENSG00000207732
ZIC1	ENSG00000152977
TRAJ5	ENSG00000211884
AFAP1L1	ENSG00000157510
TRAJ4	ENSG00000211885
KCND2	ENSG00000184408
TRO	ENSG00000067445
TRAJ3	ENSG00000211886
TUBB2A	ENSG00000137267
TMEM199	ENSG00000267721
CALHM3	ENSG00000183128
TRAJ2	ENSG00000211887
VPS35	ENSG00000069329
TRAJ1	ENSG00000211888
MAGOHB	ENSG00000111196
RNA5SP308	ENSG00000199402
TRAC	ENSG00000229164
CCR7	ENSG00000126353
RNU6-420P	ENSG00000239001
FXYD1	ENSG00000266964
TMEM174	ENSG00000164325
GLIS2	ENSG00000126603
FANCF	ENSG00000183161
CEP104	ENSG00000116198
C9orf163	ENSG00000196366
SRF	ENSG00000112658
XRCC2	ENSG00000196584
LRRC40	ENSG00000066557
CDC42P6	ENSG00000237350
DAD1	ENSG00000129562
TSPAN12	ENSG00000106025
SARM1	ENSG00000267556
NOTCH1	ENSG00000148400
CEBPZ	ENSG00000115816
NEU1	ENSG00000184494
SNX31	ENSG00000174226
NPTN	ENSG00000156642
MIR4273	ENSG00000266831
DZIP1	ENSG00000134874
GAS2	ENSG00000148935
PAM16	ENSG00000217930
STX12	ENSG00000117758
VTN	ENSG00000262062
PTP4A1P5	ENSG00000235642
LRRC30	ENSG00000206422
RTP4	ENSG00000136514
SMEK3P	ENSG00000224960
ABHD4	ENSG00000100439
ZFP3	ENSG00000180787
PTCHD3P1	ENSG00000224597
STK19	ENSG00000204344
CELA1	ENSG00000139610
CROT	ENSG00000005469
FRG2C	ENSG00000172969
FXYD7	ENSG00000221946
SST	ENSG00000157005
MARVELD2	ENSG00000263043
GRHL1	ENSG00000134317
ENOPH1	ENSG00000145293
ZNF232	ENSG00000167840
HCAR1	ENSG00000196917
LRFN5	ENSG00000165379
RFPL4AP3	ENSG00000251220
PRRG2	ENSG00000126460
GH1	ENSG00000259384
HCAR2	ENSG00000182782
FAM21B	ENSG00000152726
HCAR3	ENSG00000255398
MIR573	ENSG00000207697
UCHL1	ENSG00000154277
RAB5A	ENSG00000144566
GALNT6	ENSG00000139629
EGFL7	ENSG00000172889
RN7SL16P	ENSG00000243005
ATP5LP3	ENSG00000249256
ADCK5	ENSG00000173137
OCLN	ENSG00000262667
FSCB	ENSG00000189139
CORO7-PAM16	ENSG00000103426
TMEM150C	ENSG00000249242
HNRNPA1P65	ENSG00000248444
DENR	ENSG00000139726
CBWD3	ENSG00000196873
C14orf28	ENSG00000179476
DNAJC3	ENSG00000102580
RNU7-126P	ENSG00000238632
STYK1	ENSG00000060140
SHF	ENSG00000138606
UBE4A	ENSG00000110344
PRR12	ENSG00000126464
C6orf47	ENSG00000228435
FYN	ENSG00000010810
FXYD5	ENSG00000089327
ZNF717	ENSG00000227124
IL18BP	ENSG00000137496
SPC24	ENSG00000161888
ZNF891	ENSG00000214029
EPCAM	ENSG00000119888
SUPT4H1	ENSG00000213246
CNPPD1	ENSG00000115649
SRSF11	ENSG00000116754
PTPRM	ENSG00000173482
AGPAT2	ENSG00000169692
RNA5SP500	ENSG00000201356
SVIP	ENSG00000198168
LIMS2	ENSG00000072163
SYNGR1	ENSG00000100321
MIOS	ENSG00000164654
MIR4666B	ENSG00000264090
PIGFP3	ENSG00000227592
CSNK1G3	ENSG00000151292
MTRNR2L5	ENSG00000249860
NEURL1	ENSG00000107954
CYP21A2	ENSG00000206338
GUK1	ENSG00000143774
CKS1BP6	ENSG00000178556
HLA-DMB	ENSG00000234154
FTLP2	ENSG00000232368
GK-IT1	ENSG00000229331
CD276	ENSG00000103855
TNFRSF10B	ENSG00000120889
GK-AS1	ENSG00000243055
RRAS	ENSG00000126458
TAB3-AS1	ENSG00000231542
TAB3-AS2	ENSG00000235512
SLC39A1	ENSG00000143570
HSPA9	ENSG00000113013
RNU6-894P	ENSG00000252903
RNA5SP501	ENSG00000222922
NPM1P8	ENSG00000236285
MIR3915	ENSG00000263600
MIR548F5	ENSG00000221348
DMD-AS3	ENSG00000236828
ZWINT	ENSG00000122952
TBCAP1	ENSG00000226781
ECD	ENSG00000122882
MCPH1	ENSG00000147316
AGTR1	ENSG00000144891
CCDC179	ENSG00000255359
SLC28A2	ENSG00000137860
UGGT2	ENSG00000102595
FOXD1	ENSG00000251493
FTH1P14	ENSG00000185638
FAM69B	ENSG00000165716
PABPC1	ENSG00000070756
PPP1R8	ENSG00000117751
MYH3	ENSG00000109063
KANK2	ENSG00000197256
TAB1	ENSG00000100324
LUZP2	ENSG00000187398
SLC46A1	ENSG00000262186
PP2D1	ENSG00000183977
BTF3	ENSG00000145741
ZMIZ2	ENSG00000122515
DFFB	ENSG00000169598
GTF2H2	ENSG00000262169
ROBO2	ENSG00000185008
TRPC3	ENSG00000138741
LCN10	ENSG00000187922
ABCB4	ENSG00000005471
ARHGEF25	ENSG00000240771
POP5	ENSG00000167272
KAT2B	ENSG00000114166
MTND4P9	ENSG00000250050
PMFBP1	ENSG00000118557
MTND3P5	ENSG00000251353
SCAF1	ENSG00000126461
PXDNL	ENSG00000147485
MGAT3	ENSG00000128268
GATM	ENSG00000171766
ANGPT2	ENSG00000091879
FOXD4L3	ENSG00000187559
PYGB	ENSG00000100994
CCDC62	ENSG00000130783
LCN6	ENSG00000267206
IGBP1P5	ENSG00000250858
STK10	ENSG00000072786
ANKRD13C	ENSG00000118454
RN7SL101P	ENSG00000243548
MESTP3	ENSG00000250927
PGM5	ENSG00000154330
UBALD2	ENSG00000185262
OR6J1	ENSG00000255804
ORC6	ENSG00000091651
ATP5L	ENSG00000167283
SLC19A1	ENSG00000173638
MIEF1	ENSG00000100335
RNU6-1221P	ENSG00000252303
EEF1A1P21	ENSG00000249542
ZMYND11	ENSG00000015171
LCN8	ENSG00000204001
RPS3AP17	ENSG00000244031
ING3	ENSG00000071243
ZNF10	ENSG00000256223
TMEM252	ENSG00000181778
BAG6	ENSG00000228760
RPL36A	ENSG00000241343
HS6ST3	ENSG00000185352
HLA-DMA	ENSG00000243719
SH3PXD2A	ENSG00000107957
LCN15	ENSG00000177984
QRICH2	ENSG00000129646
FAM187B	ENSG00000177558
SCD5	ENSG00000145284
OXGR1	ENSG00000165621
GRPEL2	ENSG00000164284
CPSF1	ENSG00000071894
AGPAT5	ENSG00000155189
ACTR3B	ENSG00000133627
EFCAB9	ENSG00000214360
C15orf59	ENSG00000205363
GPANK1	ENSG00000233210
HHLA3	ENSG00000197568
YBX3	ENSG00000060138
RAB12	ENSG00000206418
KLHL28	ENSG00000179454
TMEM141	ENSG00000244187
CUL9	ENSG00000112659
UBTD2	ENSG00000168246
THEMIS2	ENSG00000130775
ATF4	ENSG00000128272
OXA1L	ENSG00000155463
RIPPLY2	ENSG00000203877
CTDP1	ENSG00000060069
HS6ST2	ENSG00000171004
SLC6A19	ENSG00000174358
CORO7	ENSG00000262246
PIP5K1B	ENSG00000107242
PCMTD1	ENSG00000168300
SLC44A4	ENSG00000206378
TBC1D21	ENSG00000167139
EAF2	ENSG00000145088
GJC2	ENSG00000198835
ASAH2C	ENSG00000072444
DEFB1	ENSG00000164825
SH3PXD2B	ENSG00000174705
IBA57-AS1	ENSG00000203684
MBNL2	ENSG00000139793
DEFA6	ENSG00000164822
TRIM27	ENSG00000233948
IBA57	ENSG00000181873
RNF43	ENSG00000108375
CCDC183	ENSG00000213213
DEFA4	ENSG00000164821
IRF3	ENSG00000126456
LRRC45	ENSG00000169683
FAM134A	ENSG00000144567
DEFA1	ENSG00000206047
LOXL1	ENSG00000129038
RPL36A-HNRNPH2	ENSG00000257529
LSR	ENSG00000105699
SLC13A2	ENSG00000262654
C1orf145	ENSG00000162913
ALDH18A1	ENSG00000059573
CD79B	ENSG00000007312
DEFA1B	ENSG00000240247
USP6	ENSG00000129204
CTH	ENSG00000116761
PSME3	ENSG00000131467
RPS19BP1	ENSG00000187051
DEFA3	ENSG00000239839
SLC15A2	ENSG00000163406
FAM179B	ENSG00000198718
BAP1	ENSG00000163930
FAM122A	ENSG00000187866
PCBP3	ENSG00000183570
DEFA5	ENSG00000164816
SPATA5L1	ENSG00000171763
SAG	ENSG00000130561
VAMP8	ENSG00000118640
PRKACG	ENSG00000165059
DOCK6	ENSG00000130158
RAP2A	ENSG00000125249
FAM193A	ENSG00000125386
ZNF705G	ENSG00000215372
CSNK2B	ENSG00000230700
ANKRA2	ENSG00000164331
DEFB4B	ENSG00000177257
FXN	ENSG00000165060
RNU7-131P	ENSG00000251755
PCYOX1L	ENSG00000145882
RNU6-1087P	ENSG00000252411
CPB1	ENSG00000153002
DEFB103B	ENSG00000177243
SIAH1P1	ENSG00000230227
IPMK	ENSG00000151151
ABHD12	ENSG00000100997
SLC6A18	ENSG00000164363
RNU6-641P	ENSG00000206733
HMGB1P16	ENSG00000229384
CABP1	ENSG00000157782
RPA3	ENSG00000106399
KCNG2	ENSG00000178342
RPS15AP40	ENSG00000233921
MIR604	ENSG00000207612
SEC63P2	ENSG00000250416
RNU6-573P	ENSG00000206665
MIR938	ENSG00000216035
HSF5	ENSG00000176160
SPAG11B	ENSG00000164871
RNU6-908P	ENSG00000222092
FTH1P18	ENSG00000243048
RNU6-598P	ENSG00000200887
EEF1A1P39	ENSG00000230125
MOB1AP2	ENSG00000233810
VAMP5	ENSG00000168899
CYB5R4	ENSG00000065615
DNM1P17	ENSG00000250833
RABL6	ENSG00000196642
PQLC1	ENSG00000122490
MIR4801	ENSG00000264319
TMIE	ENSG00000181585
FGF10	ENSG00000070193
NUMA1	ENSG00000137497
ERAS	ENSG00000187682
AGAP9	ENSG00000198035
ZFHX3	ENSG00000140836
NEURL1B	ENSG00000214357
STK17B	ENSG00000081320
PCSK1N	ENSG00000102109
PPIA	ENSG00000196262
PTGER3	ENSG00000050628
FAM25G	ENSG00000197910
DEFB104B	ENSG00000177023
DUSP1	ENSG00000120129
GIGYF1	ENSG00000146830
IL17B	ENSG00000127743
ABCB1	ENSG00000085563
ZNRD1	ENSG00000066379
DEFB106B	ENSG00000187082
KMT2A	ENSG00000118058
C16orf47	ENSG00000197445
TANK	ENSG00000136560
CREB3L4	ENSG00000143578
MYLK3	ENSG00000140795
DEFB105B	ENSG00000186599
C15orf48	ENSG00000166920
FOXN1	ENSG00000264253
GOSR1	ENSG00000108587
METTL21A	ENSG00000144401
POLDIP2	ENSG00000262464
HIP1R	ENSG00000130787
WDR20	ENSG00000140153
PSMD7	ENSG00000103035
ZNF268	ENSG00000090612
ANO3	ENSG00000134343
TNFRSF10C	ENSG00000173535
TRIM27	ENSG00000229006
GOLGA2P6	ENSG00000241621
STOML1	ENSG00000067221
C9orf172	ENSG00000232434
SLC30A4	ENSG00000104154
ERGIC1	ENSG00000113719
TIMM17B	ENSG00000126768
PHPT1	ENSG00000054148
SOGA2	ENSG00000168502
RN7SL241P	ENSG00000239625
NIFKP1	ENSG00000214434
ANXA8	ENSG00000165390
SMARCE1	ENSG00000073584
PRPF39	ENSG00000185246
C16orf87	ENSG00000155330
HNRNPA1P32	ENSG00000213778
LY6G5B	ENSG00000244672
ZFAND2B	ENSG00000158552
TNFRSF10D	ENSG00000173530
HSBP1L1	ENSG00000226742
RN7SL63P	ENSG00000239744
PRPSAP1	ENSG00000161542
SVILP1	ENSG00000234814
VASN	ENSG00000168140
ZRANB2	ENSG00000132485
C6orf100	ENSG00000233566
OBFC1	ENSG00000107960
DEFB107B	ENSG00000198129
CACNA1I	ENSG00000100346
TXNL4A	ENSG00000141759
MAMDC4	ENSG00000177943
ZNF311	ENSG00000233831
RTP2	ENSG00000198471
PRR23D1	ENSG00000255251
TNFRSF10A	ENSG00000104689
GPT2	ENSG00000166123
USF2	ENSG00000105698
PRR23D2	ENSG00000255378
IPO5	ENSG00000065150
DEFB107A	ENSG00000186572
GINS1	ENSG00000101003
MUC15	ENSG00000169550
DEFB105A	ENSG00000186562
SLC26A10	ENSG00000135502
OR2W1	ENSG00000227639
OR2B3	ENSG00000226832
DEFB106A	ENSG00000186579
WISP3	ENSG00000112761
OR2J3	ENSG00000233618
DEFB104A	ENSG00000176782
OR2J2	ENSG00000226000
TJP2	ENSG00000119139
CPED1	ENSG00000106034
RAC3	ENSG00000169750
OR14J1	ENSG00000234195
NDUFV2	ENSG00000178127
TUBB2B	ENSG00000137285
PRSS50	ENSG00000206549
EML5	ENSG00000165521
OR5V1	ENSG00000227137
DNAJA3	ENSG00000103423
PRSS46	ENSG00000261603
MIR4723	ENSG00000263411
HECW2	ENSG00000138411
OR12D3	ENSG00000250364
EDF1	ENSG00000107223
SLC5A12	ENSG00000148942
MRPS30	ENSG00000112996
C19orf80	ENSG00000130173
SPAG11A	ENSG00000178287
H3F3BP2	ENSG00000266080
OR12D2	ENSG00000225247
PRSS45	ENSG00000188086
CHMP7	ENSG00000147457
OR10C1	ENSG00000235441
NEGR1	ENSG00000172260
SGOL1	ENSG00000129810
C1orf174	ENSG00000198912
BLOC1S6	ENSG00000104164
CPA3	ENSG00000163751
EHMT2	ENSG00000206376
PRSS42	ENSG00000178055
OR11A1	ENSG00000223898
RPA2	ENSG00000117748
MTMR4	ENSG00000108389
NPIPB15	ENSG00000196436
CSNK1A1	ENSG00000113712
FIBIN	ENSG00000176971
AJAP1	ENSG00000196581
BCL6	ENSG00000113916
MYL3	ENSG00000160808
GPR17	ENSG00000144230
OR2H1	ENSG00000229408
UTP15	ENSG00000164338
TAS2R7	ENSG00000121377
TAS2R8	ENSG00000121314
TAS2R9	ENSG00000121381
CLEC18B	ENSG00000140839
BBOX1	ENSG00000129151
TSPAN16	ENSG00000130167
TRAF2	ENSG00000127191
COL6A1	ENSG00000142156
CTNNA1	ENSG00000044115
LRRIQ3	ENSG00000162620
APOM	ENSG00000231974
HCN1	ENSG00000164588
OBSCN	ENSG00000154358
PRR4	ENSG00000111215
BRD2	ENSG00000234507
C6orf100	ENSG00000237313
H2AFV	ENSG00000105968
CISD1	ENSG00000122873
OR2W1	ENSG00000228977
OR2B3	ENSG00000233687
MAS1L	ENSG00000237284
DNAJA2	ENSG00000069345
OR2J1	ENSG00000226931
PFKFB1	ENSG00000158571
OR2J3	ENSG00000230855
OR2J2	ENSG00000196231
PPP1R11	ENSG00000204619
DGKD	ENSG00000077044
OR14J1	ENSG00000112459
BCL2L12	ENSG00000126453
SMPDL3B	ENSG00000130768
OR5V1	ENSG00000112461
RNF181	ENSG00000168894
DPP6	ENSG00000130226
OR12D3	ENSG00000204692
NPHP4	ENSG00000131697
PQBP1	ENSG00000102103
JTB	ENSG00000143543
OR12D2	ENSG00000204690
TERT	ENSG00000164362
FPGT	ENSG00000254685
NMRAL1	ENSG00000153406
OR10C1	ENSG00000204689
NAIP	ENSG00000263062
PHF7	ENSG00000010318
RAB3D	ENSG00000105514
KIAA1109	ENSG00000138688
ZNF608	ENSG00000168916
UBE2D1	ENSG00000072401
FBXW5	ENSG00000159069
CWC15	ENSG00000261974
RPA3-AS1	ENSG00000219545
OR11A1	ENSG00000206472
FAM189A2	ENSG00000135063
PML	ENSG00000140464
RPS7P1	ENSG00000263266
CCDC34	ENSG00000109881
RBFA	ENSG00000101546
MLEC	ENSG00000110917
OR2H1	ENSG00000206471
WDR33	ENSG00000136709
MUC19	ENSG00000205592
GLCCI1	ENSG00000106415
TTC36	ENSG00000172425
TNIP2	ENSG00000168884
MRAP2	ENSG00000135324
MOG	ENSG00000236561
MAS1L	ENSG00000206470
TMEM205	ENSG00000105518
PTH1R	ENSG00000160801
C2orf81	ENSG00000159239
APBA1	ENSG00000107282
ANKRD12	ENSG00000101745
GLG1	ENSG00000090863
C8G	ENSG00000176919
UNC119B	ENSG00000175970
TMEM150A	ENSG00000168890
LGR4	ENSG00000205213
FPGT-TNNI3K	ENSG00000259030
SLC4A8	ENSG00000050438
MRPS33P2	ENSG00000249649
ADNP2	ENSG00000101544
KDM4D	ENSG00000261946
DCAF5	ENSG00000139990
C4A	ENSG00000244731
FARP1	ENSG00000152767
KIAA1009	ENSG00000135315
KDM4E	ENSG00000262258
COA5	ENSG00000183513
LY6G5C	ENSG00000226404
DEFB103A	ENSG00000176797
STAB2	ENSG00000136011
PTAR1	ENSG00000188647
WDR54	ENSG00000005448
LCN12	ENSG00000184925
DEFB4A	ENSG00000171711
KLF11	ENSG00000172059
NETO2	ENSG00000171208
HMOX2	ENSG00000103415
ZNF705B	ENSG00000215356
RPL26L1	ENSG00000037241
UNC50	ENSG00000115446
R3HCC1	ENSG00000104679
TAS2R10	ENSG00000121318
TWSG1	ENSG00000128791
SQRDL	ENSG00000137767
PRH1	ENSG00000231887
FKBP3	ENSG00000100442
TAS2R13	ENSG00000212128
C9orf135	ENSG00000204711
C9orf141	ENSG00000198454
CCNYL1	ENSG00000163249
PRH2	ENSG00000134551
RAB13	ENSG00000143545
EMB	ENSG00000170571
CLDN23	ENSG00000253958
PURB	ENSG00000146676
RALBP1	ENSG00000017797
SEMA3G	ENSG00000010319
MFHAS1	ENSG00000147324
LIMCH1	ENSG00000064042
TMEM25	ENSG00000149582
ICA1	ENSG00000003147
ACADS	ENSG00000122971
GYG1	ENSG00000163754
POP7	ENSG00000172336
TNNI3K	ENSG00000116783
C6orf47	ENSG00000228177
TUBE1	ENSG00000074935
PTGDS	ENSG00000107317
FAM149B1	ENSG00000138286
MAMDC2	ENSG00000165072
HAMP	ENSG00000105697
EPO	ENSG00000130427
ST13P11	ENSG00000261844
PRMT1	ENSG00000126457
TAS2R14	ENSG00000212127
ABCF3	ENSG00000161204
CCDC159	ENSG00000183401
TRIM11	ENSG00000154370
RNF113B	ENSG00000139797
NINL	ENSG00000101004
MYO1G	ENSG00000136286
ERI1	ENSG00000104626
TAS2R50	ENSG00000212126
BEND6	ENSG00000151917
TAS2R20	ENSG00000255837
GPANK1	ENSG00000223932
TAS2R19	ENSG00000212124
APEX2	ENSG00000169188
LRTOMT	ENSG00000184154
TAS2R31	ENSG00000256436
TAS2R46	ENSG00000226761
SMN2	ENSG00000262170
TAS2R43	ENSG00000255374
TAS2R30	ENSG00000256188
PARD6G	ENSG00000178184
LCNL1	ENSG00000214402
TAS2R42	ENSG00000186136
